0	1E0	1E0	1E0	1E0	1E0	1E0	1E0	1E0	1E0	1E0
1	9.7395413818E-1	1.002104856E0	1.0122827418E0	1.0067679832E0	1.0033859504E0	1.0402173764E0	1.0078625071E0	1.0226982526E0	1.0036744761E0	9.9861461749E-1
2	9.7758636519E-1	9.8210460306E-1	1.0128948625E0	1.0012460211E0	9.9903274309E-1	1.0653462501E0	1.0241421534E0	1.0222815189E0	9.9963602232E-1	9.9898142484E-1
3	9.5743800897E-1	9.7229375666E-1	1.0251626733E0	9.9925286348E-1	9.926932101E-1	1.1150462133E0	1.0425552566E0	1.0312718192E0	9.9188069954E-1	1.000483282E0
4	9.6138226733E-1	9.5813751786E-1	1.0272142019E0	9.957535705E-1	1.0028674011E0	1.100303173E0	1.0344189998E0	1.0147765421E0	9.932458286E-1	9.9813450583E-1
5	9.6824149466E-1	9.6293983774E-1	1.0245561093E0	9.9467260314E-1	1.0079697039E0	1.1096293797E0	1.0483064562E0	1.0536352049E0	9.9865922888E-1	9.9864406285E-1
6	9.8746957745E-1	9.7012553914E-1	1.0270424366E0	9.9070797519E-1	1.0071321295E0	1.1109192876E0	1.0471852204E0	1.0758970505E0	9.9247912935E-1	9.9848361243E-1
7	9.9458035372E-1	9.8038933582E-1	1.0462439354E0	9.8771915346E-1	1.0091363387E0	1.1278045105E0	1.0505821286E0	1.0826408948E0	9.9629459743E-1	9.9708428772E-1
8	9.7337615557E-1	1.0061732904E0	1.0531733067E0	9.9579428407E-1	1.0061203417E0	1.1365889995E0	1.0531300966E0	1.0742772639E0	9.905886472E-1	9.971388974E-1
9	9.8320620298E-1	1.0149977889E0	1.0573141655E0	9.9567891824E-1	1.0064344901E0	1.1409896898E0	1.0554481902E0	1.1001348564E0	9.9872250341E-1	9.9716356101E-1
10	9.7197610589E-1	1.0277475315E0	1.045380518E0	1.0044634582E0	1.0026908956E0	1.1433295576E0	1.0702257401E0	1.1077295214E0	1.0046370258E0	9.9688016308E-1
11	9.7208575733E-1	1.0345922153E0	1.0614286819E0	1.0047645778E0	1.0029693427E0	1.1722540298E0	1.058903653E0	1.1102847936E0	1.0051929648E0	9.9934777608E-1
12	9.8554372977E-1	1.0399953703E0	1.0669193638E0	1.0040108157E0	1.0052479913E0	1.1742126842E0	1.0527027259E0	1.1264052099E0	1.0115028509E0	9.9988982866E-1
13	1.0014268076E0	1.0403435014E0	1.0658598281E0	1.0094289508E0	1.0085372088E0	1.1736390527E0	1.0536500849E0	1.1342131946E0	1.0100345264E0	9.9939063775E-1
14	1.0128683445E0	1.0348261113E0	1.0591952138E0	1.0143429052E0	1.0083217202E0	1.2063640874E0	1.0673035093E0	1.1177466151E0	1.0142485698E0	1.000259026E0
15	1.01699553E0	1.0512673982E0	1.0669322272E0	1.0174835789E0	1.00957105E0	1.2076584491E0	1.0671909288E0	1.106529719E0	1.0145570352E0	1.0005915229E0
16	1.0099323214E0	1.0435360261E0	1.0532940142E0	1.0227096395E0	1.0107373511E0	1.2207946534E0	1.0772606888E0	1.0882709435E0	1.0197783914E0	1.0004403663E0
17	1.0118526822E0	1.0500681181E0	1.0580018659E0	1.0382805503E0	1.0118963848E0	1.2306808014E0	1.0830933753E0	1.0959320088E0	1.0265059338E0	1.0021001681E0
18	1.0118983291E0	1.0554477313E0	1.0678146929E0	1.0472258728E0	1.01174425E0	1.2254330173E0	1.087788981E0	1.0859968323E0	1.023655877E0	1.0029990357E0
19	1.0146257844E0	1.0725017831E0	1.0661837406E0	1.0556832841E0	1.0120490019E0	1.2378506724E0	1.0946739675E0	1.080885681E0	1.0298896627E0	1.0040129465E0
20	1.0164341341E0	1.0795996374E0	1.0720800039E0	1.0615713571E0	1.0179621196E0	1.2332137596E0	1.1071509967E0	1.0858092854E0	1.028544096E0	1.0031437507E0
21	1.0135434038E0	1.0908808046E0	1.0785676186E0	1.069559369E0	1.0210547291E0	1.2535767527E0	1.1131732001E0	1.0949686639E0	1.0292248847E0	1.0035784912E0
22	1.0170949509E0	1.0884101398E0	1.0850435652E0	1.0709760289E0	1.0220123358E0	1.2455975032E0	1.1075610408E0	1.08802763E0	1.0285746465E0	1.0047945709E0
23	1.0183495774E0	1.0896203959E0	1.0870637822E0	1.0754988882E0	1.0247271838E0	1.2487389858E0	1.1176987311E0	1.1073617039E0	1.0309039332E0	1.005799991E0
24	1.0285957492E0	1.0974455306E0	1.0996501636E0	1.0790873638E0	1.0261251243E0	1.2383833472E0	1.1154238766E0	1.1267780826E0	1.0293174297E0	1.0068401351E0
25	1.0357715993E0	1.1085252034E0	1.1112036089E0	1.0757109862E0	1.0240271219E0	1.2345115283E0	1.1215349288E0	1.1369144493E0	1.0324277635E0	1.0066422963E0
26	1.034721382E0	1.1219873613E0	1.1251005539E0	1.0801915732E0	1.0258271322E0	1.2385515357E0	1.1203354424E0	1.138316668E0	1.0388712283E0	1.0081493768E0
27	1.0480456967E0	1.1266006493E0	1.1393199208E0	1.0852983546E0	1.0298132857E0	1.2477326404E0	1.1301643886E0	1.1577467229E0	1.0445357638E0	1.0088063598E0
28	1.0585789563E0	1.1425236587E0	1.1452402504E0	1.0876067111E0	1.0328132507E0	1.2584870783E0	1.1334616843E0	1.161327859E0	1.0530697451E0	1.0086914739E0
29	1.0732070265E0	1.1556011739E0	1.1527094951E0	1.0928900809E0	1.0317230402E0	1.2606475646E0	1.1433226202E0	1.1783698855E0	1.0460229499E0	1.0098086502E0
30	1.0772213587E0	1.1636757599E0	1.1586958122E0	1.091435604E0	1.035237839E0	1.270098539E0	1.1493474611E0	1.1948398179E0	1.0490296367E0	1.0093560763E0
31	1.0764233313E0	1.1679193606E0	1.165149609E0	1.0978361587E0	1.036011803E0	1.2742507916E0	1.1544590253E0	1.2072141296E0	1.0507671908E0	1.0102785722E0
32	1.0746037452E0	1.1694690691E0	1.1740708935E0	1.098044824E0	1.0390442735E0	1.2848291552E0	1.1506538508E0	1.2198557134E0	1.0488280718E0	1.011115138E0
33	1.0719530112E0	1.1736752399E0	1.1879229048E0	1.1041855251E0	1.0411790045E0	1.2848666923E0	1.1498910185E0	1.2317266992E0	1.0517968691E0	1.0119582718E0
34	1.0883664456E0	1.1823822321E0	1.1842696406E0	1.1028997455E0	1.041618483E0	1.2844435898E0	1.1502025014E0	1.2266196892E0	1.05173681E0	1.013448758E0
35	1.0807112204E0	1.1821961377E0	1.1930756798E0	1.1017952949E0	1.0440917187E0	1.2786774871E0	1.1587450492E0	1.2318249034E0	1.054982678E0	1.0138915299E0
36	1.0903493974E0	1.1878709036E0	1.1909209915E0	1.1055480153E0	1.0461697589E0	1.2795046021E0	1.1615512054E0	1.2186616461E0	1.0532578441E0	1.0136148967E0
37	1.09742542E0	1.1856380554E0	1.2000999847E0	1.109278034E0	1.0472400592E0	1.2823505826E0	1.1708270482E0	1.2252797321E0	1.0554788212E0	1.01477937E0
38	1.1011672103E0	1.1886932333E0	1.2000355574E0	1.1128146375E0	1.0489814607E0	1.2950869446E0	1.1720161413E0	1.2330599653E0	1.0580987387E0	1.0155921365E0
39	1.1086168683E0	1.1984288914E0	1.2103976506E0	1.1140298893E0	1.0489949154E0	1.3142195445E0	1.1713464469E0	1.2497713396E0	1.0619468706E0	1.0154124566E0
40	1.1060121498E0	1.2035835483E0	1.2143798655E0	1.1194769298E0	1.048829851E0	1.3187014702E0	1.1701062942E0	1.2514430366E0	1.0636177827E0	1.0150303115E0
41	1.1117175267E0	1.1969297363E0	1.215307123E0	1.1224264042E0	1.0494063188E0	1.3334474501E0	1.1803200027E0	1.2613224529E0	1.0672815008E0	1.0152624569E0
42	1.1119689769E0	1.1968485748E0	1.2219720193E0	1.1236177139E0	1.0508161372E0	1.344205735E0	1.1871005722E0	1.2675248438E0	1.0675584495E0	1.0152346568E0
43	1.1118482796E0	1.1976757761E0	1.2216159857E0	1.1320659926E0	1.0518477933E0	1.3437468586E0	1.1837870094E0	1.2707042109E0	1.0757982751E0	1.0151148836E0
44	1.1156075698E0	1.2017551985E0	1.2299094931E0	1.1426011075E0	1.0515085667E0	1.3584448843E0	1.1824800021E0	1.2804800021E0	1.0788717665E0	1.0152721064E0
45	1.1326724034E0	1.206284158E0	1.2398693786E0	1.146645717E0	1.0525403722E0	1.3548883536E0	1.1859154804E0	1.2807778157E0	1.0782912462E0	1.0164895495E0
46	1.1349025301E0	1.2157627992E0	1.243672195E0	1.1522782555E0	1.0545369733E0	1.3658404092E0	1.197526311E0	1.2945966889E0	1.0798168507E0	1.0168946399E0
47	1.1377478002E0	1.223121561E0	1.2459373471E0	1.1526410514E0	1.0525450524E0	1.3828468135E0	1.2035394672E0	1.31082144E0	1.0808633135E0	1.0169081772E0
48	1.138461792E0	1.2242738235E0	1.2530569214E0	1.1534507948E0	1.0535418278E0	1.387035204E0	1.1995744481E0	1.3220375899E0	1.0819801112E0	1.0186273909E0
49	1.1498583959E0	1.2371129784E0	1.2518745739E0	1.1634089671E0	1.0554458678E0	1.389668211E0	1.1982048522E0	1.3344184953E0	1.0868106611E0	1.0180223405E0
50	1.1524338021E0	1.2457676917E0	1.2495529679E0	1.169879973E0	1.0547262308E0	1.4010483712E0	1.1989957607E0	1.3399660189E0	1.0871882775E0	1.0186803441E0
51	1.1521343383E0	1.2455625934E0	1.2546016706E0	1.1780367959E0	1.0549596128E0	1.4131728247E0	1.2037599884E0	1.3447049156E0	1.0852414939E0	1.018767059E0
52	1.1482021914E0	1.2514485981E0	1.2584886404E0	1.1826172582E0	1.0565491739E0	1.406410098E0	1.2078282373E0	1.3532790848E0	1.0849503685E0	1.0183228196E0
53	1.1556695706E0	1.255379274E0	1.257003943E0	1.19095304E0	1.0586521229E0	1.4043626832E0	1.213195252E0	1.3567132217E0	1.0890695094E0	1.0177450612E0
54	1.1490779304E0	1.2555784352E0	1.2556443424E0	1.1984123094E0	1.0586509475E0	1.4037114897E0	1.2118292944E0	1.3506314905E0	1.0944212028E0	1.0180621614E0
55	1.1484675858E0	1.2602086899E0	1.26026822E0	1.2071762091E0	1.0615131197E0	1.4078102322E0	1.2102347225E0	1.3606973593E0	1.0988344492E0	1.0177013716E0
56	1.1545362246E0	1.2656603885E0	1.2647807878E0	1.2172278749E0	1.0612515476E0	1.4094852954E0	1.2176646925E0	1.3673411386E0	1.1014459572E0	1.0186444545E0
57	1.1610753811E0	1.2674244783E0	1.2757947708E0	1.2229735528E0	1.0642345013E0	1.4203119969E0	1.22525981E0	1.3726541438E0	1.1060142458E0	1.0190440444E0
58	1.1578722834E0	1.2764328849E0	1.2802936641E0	1.2225076802E0	1.0657506288E0	1.4239500303E0	1.2337362907E0	1.3758296627E0	1.1106449412E0	1.0204274094E0
59	1.172062157E0	1.27995992E0	1.2841123785E0	1.2302183481E0	1.0676898159E0	1.4286350391E0	1.2432411851E0	1.3912041578E0	1.1175939931E0	1.0196783032E0
60	1.1741931188E0	1.2745110493E0	1.2823145249E0	1.2334766105E0	1.0678570494E0	1.4314457998E0	1.2495333453E0	1.3945779073E0	1.1201123946E0	1.0201002956E0
61	1.1817407003E0	1.2761059901E0	1.2888499361E0	1.2319749466E0	1.0686805128E0	1.4392508865E0	1.2510157135E0	1.4034025414E0	1.1234803514E0	1.020565093E0
62	1.1977195604E0	1.2823805713E0	1.2943159648E0	1.2396835752E0	1.069289702E0	1.4383252251E0	1.249744622E0	1.4116832251E0	1.1239870122E0	1.0219709016E0
63	1.1970371092E0	1.293855365E0	1.2982239458E0	1.2420595489E0	1.0689993792E0	1.4482032709E0	1.2541819274E0	1.4194721954E0	1.1303273029E0	1.0219424764E0
64	1.2043381241E0	1.2987386229E0	1.309474653E0	1.2448623701E0	1.0696368539E0	1.460873103E0	1.2641309695E0	1.4271251786E0	1.1323560598E0	1.0228032005E0
